,experiment,hour,platform_os,browser,day_of_week,brand,response
498,control,15,6,Facebook,Friday,known brand,1
499,control,15,6,Chrome Mobile,Friday,generic,0
500,exposed,10,6,Chrome Mobile WebView,Friday,known brand,0
501,exposed,4,6,Chrome Mobile,Monday,generic,1
502,exposed,5,6,Chrome Mobile WebView,Sunday,known brand,1
503,exposed,11,6,Chrome Mobile,Saturday,known brand,1
504,control,21,6,Chrome Mobile,Saturday,generic,1
505,exposed,9,6,Chrome Mobile WebView,Friday,known brand,0
506,exposed,5,6,Chrome Mobile,Wednesday,generic,1
507,control,15,6,Chrome Mobile,Friday,generic,1
508,control,18,6,Facebook,Sunday,known brand,1
509,control,11,6,Chrome Mobile,Saturday,generic,1
510,control,9,6,Chrome Mobile,Tuesday,generic,1
511,control,18,6,Facebook,Wednesday,known brand,0
512,control,15,6,Chrome Mobile,Friday,generic,1
513,control,4,6,Chrome Mobile,Friday,generic,1
514,exposed,11,6,Chrome Mobile,Sunday,generic,0
515,control,18,6,Samsung Internet,Thursday,known brand,1
516,exposed,10,6,Chrome Mobile,Sunday,generic,0
517,control,6,6,Chrome Mobile,Saturday,generic,0
518,control,4,6,Chrome Mobile WebView,Sunday,known brand,1
519,control,15,6,Samsung Internet,Friday,known brand,1
520,control,15,6,Chrome Mobile,Friday,generic,1
521,exposed,8,6,Chrome Mobile,Wednesday,generic,0
522,exposed,4,6,Chrome Mobile,Monday,generic,1
523,control,15,6,Chrome Mobile,Friday,generic,0
524,control,0,6,Facebook,Saturday,known brand,1
525,control,5,6,Chrome Mobile,Saturday,known brand,0
526,control,2,6,Chrome Mobile,Saturday,generic,0
527,control,15,6,Chrome Mobile,Friday,generic,0
528,control,16,6,Facebook,Thursday,known brand,0
529,control,15,6,Chrome Mobile,Friday,generic,0
530,control,6,6,Samsung Internet,Monday,known brand,1
531,exposed,11,6,Chrome Mobile,Friday,generic,0
532,control,20,6,Chrome Mobile,Wednesday,generic,0
533,exposed,6,6,Facebook,Saturday,generic,1
534,control,20,6,Facebook,Wednesday,generic,0
535,control,17,6,Facebook,Friday,generic,1
536,control,5,6,Chrome Mobile,Tuesday,generic,0
537,control,13,6,Facebook,Wednesday,known brand,0
538,control,15,6,Samsung Internet,Friday,known brand,0
539,exposed,7,6,Chrome Mobile,Monday,generic,0
540,exposed,4,6,Chrome Mobile,Friday,generic,1
541,exposed,13,6,Chrome Mobile,Friday,generic,1
542,exposed,15,6,Chrome Mobile,Saturday,generic,0
543,exposed,17,6,Chrome Mobile WebView,Thursday,known brand,1
544,control,15,6,Chrome Mobile,Friday,generic,1
545,exposed,15,6,Chrome Mobile WebView,Saturday,generic,0
546,exposed,7,6,Chrome Mobile,Thursday,generic,1
547,control,15,6,Facebook,Friday,known brand,0
548,control,14,6,Facebook,Sunday,generic,1
549,exposed,8,6,Chrome Mobile,Monday,generic,0
550,exposed,7,6,Chrome Mobile,Monday,generic,0
551,control,22,6,Chrome Mobile WebView,Thursday,generic,1
552,control,20,6,Samsung Internet,Saturday,known brand,0
553,exposed,8,6,Chrome Mobile WebView,Saturday,generic,0
554,control,16,6,Chrome Mobile,Friday,generic,0
555,control,8,6,Samsung Internet,Monday,known brand,1
556,control,15,6,Chrome Mobile,Friday,generic,1
557,control,12,6,Facebook,Saturday,known brand,0
558,exposed,3,5,Mobile Safari,Sunday,known brand,1
559,control,8,6,Chrome Mobile WebView,Friday,known brand,1
560,exposed,15,6,Samsung Internet,Friday,known brand,0
561,control,10,6,Chrome Mobile,Monday,generic,1
562,exposed,3,6,Chrome Mobile,Saturday,known brand,1
563,exposed,2,6,Chrome Mobile,Friday,generic,0
564,control,2,6,Chrome Mobile,Thursday,generic,0
565,exposed,22,6,Chrome Mobile,Tuesday,generic,1
566,exposed,7,6,Chrome Mobile WebView,Friday,generic,1
567,exposed,7,6,Samsung Internet,Sunday,known brand,1
568,exposed,19,6,Chrome Mobile,Wednesday,generic,0
569,exposed,19,6,Samsung Internet,Thursday,known brand,0
570,exposed,21,6,Facebook,Wednesday,known brand,0
571,exposed,0,6,Chrome Mobile,Friday,generic,1
572,exposed,17,6,Chrome Mobile,Thursday,generic,1
573,control,15,6,Samsung Internet,Friday,known brand,0
574,exposed,3,6,Chrome Mobile WebView,Friday,known brand,1
575,exposed,21,6,Samsung Internet,Thursday,known brand,0
576,control,1,6,Facebook,Monday,generic,0
577,exposed,13,6,Chrome Mobile WebView,Friday,known brand,1
578,control,5,6,Chrome Mobile,Saturday,generic,1
579,control,13,6,Chrome Mobile,Tuesday,generic,0
580,exposed,7,6,Chrome Mobile WebView,Sunday,generic,0
581,exposed,13,6,Samsung Internet,Sunday,known brand,0
582,control,5,6,Chrome Mobile WebView,Sunday,generic,0
583,exposed,12,6,Chrome Mobile,Wednesday,generic,1
584,control,17,6,Chrome Mobile,Thursday,generic,1
585,exposed,8,6,Chrome Mobile WebView,Monday,known brand,0
586,control,9,6,Chrome Mobile,Saturday,generic,0
587,control,18,6,Chrome Mobile,Wednesday,generic,0
588,control,17,6,Chrome Mobile,Wednesday,generic,1
589,exposed,13,6,Chrome Mobile WebView,Friday,known brand,0
590,exposed,14,6,Samsung Internet,Tuesday,known brand,0
591,exposed,18,6,Chrome Mobile,Thursday,generic,0
592,exposed,5,6,Samsung Internet,Monday,known brand,0
593,control,21,6,Chrome Mobile,Sunday,generic,0
594,control,15,6,Chrome Mobile,Wednesday,generic,1
595,control,15,6,Chrome Mobile,Friday,generic,0
596,exposed,9,6,Chrome Mobile,Tuesday,generic,1
597,exposed,9,6,Chrome Mobile,Friday,generic,0
598,control,0,6,Chrome Mobile,Tuesday,generic,0
599,exposed,11,6,Chrome Mobile WebView,Thursday,generic,0
600,exposed,22,6,Facebook,Wednesday,known brand,0
601,control,15,6,Samsung Internet,Friday,known brand,1
602,control,15,6,Chrome Mobile WebView,Friday,known brand,0
603,control,15,6,Chrome Mobile,Sunday,generic,1
604,exposed,13,6,Chrome Mobile,Wednesday,generic,0
605,exposed,6,6,Chrome Mobile WebView,Saturday,generic,0
606,control,7,6,Chrome Mobile,Friday,generic,0
607,control,15,6,Chrome Mobile,Friday,generic,0
608,exposed,10,6,Facebook,Saturday,known brand,1
609,exposed,14,6,Chrome Mobile,Thursday,generic,0
610,control,19,6,Chrome Mobile,Wednesday,generic,1
611,control,15,6,Chrome Mobile,Friday,generic,1
612,exposed,6,6,Chrome Mobile,Sunday,generic,1
613,control,15,6,Chrome Mobile,Friday,generic,0
614,control,18,6,Samsung Internet,Wednesday,known brand,1
615,exposed,2,6,Chrome Mobile,Monday,generic,1
616,exposed,14,6,Facebook,Friday,generic,1
617,exposed,8,6,Chrome Mobile WebView,Friday,known brand,1
618,exposed,10,6,Chrome Mobile,Thursday,generic,0
619,exposed,16,6,Chrome Mobile,Wednesday,generic,1
620,exposed,3,6,Chrome Mobile,Wednesday,generic,0
621,exposed,5,5,Mobile Safari,Wednesday,known brand,0
622,exposed,12,6,Chrome Mobile,Thursday,generic,0
623,control,6,6,Facebook,Saturday,known brand,1
624,control,9,6,Chrome Mobile,Monday,generic,0
625,control,0,6,Facebook,Friday,known brand,0
626,control,20,6,Chrome Mobile,Thursday,generic,1
627,exposed,7,6,Chrome Mobile,Friday,generic,0
628,exposed,7,6,Chrome Mobile,Friday,known brand,1
629,control,16,6,Chrome Mobile WebView,Wednesday,known brand,1
630,control,15,6,Chrome Mobile,Friday,generic,1
631,exposed,16,6,Chrome Mobile,Sunday,generic,1
632,exposed,15,6,Chrome Mobile,Friday,generic,1
633,exposed,10,6,Chrome Mobile WebView,Monday,generic,1
634,exposed,1,6,Chrome Mobile,Friday,generic,0
635,exposed,9,6,Chrome Mobile WebView,Friday,generic,1
636,exposed,14,6,Samsung Internet,Friday,known brand,0
637,exposed,14,6,Chrome Mobile,Saturday,generic,0
638,exposed,18,6,Samsung Internet,Thursday,known brand,1
639,exposed,14,6,Chrome Mobile,Saturday,generic,0
640,control,15,6,Samsung Internet,Friday,known brand,0
641,control,15,6,Chrome Mobile WebView,Friday,known brand,0
642,exposed,5,6,Chrome Mobile,Thursday,generic,0
643,exposed,1,6,Chrome Mobile,Friday,generic,0
644,control,7,6,Chrome Mobile,Sunday,generic,1
645,exposed,7,6,Chrome Mobile,Sunday,generic,0
646,control,15,6,Samsung Internet,Wednesday,known brand,0
647,exposed,18,6,Chrome Mobile,Wednesday,generic,0
648,exposed,10,6,Chrome Mobile,Saturday,known brand,1
649,exposed,20,6,Chrome Mobile,Wednesday,generic,1
650,exposed,10,6,Chrome Mobile,Saturday,generic,0
651,exposed,22,6,Chrome Mobile,Wednesday,generic,1
652,exposed,9,6,Samsung Internet,Saturday,known brand,0
653,exposed,9,6,Samsung Internet,Tuesday,known brand,0
654,control,21,6,Chrome Mobile,Thursday,generic,1
655,exposed,4,6,Chrome Mobile,Tuesday,generic,0
656,exposed,15,6,Chrome Mobile,Wednesday,generic,1
657,control,13,6,Chrome Mobile WebView,Thursday,known brand,0
658,control,15,6,Facebook,Friday,known brand,1
659,exposed,5,6,Chrome Mobile,Friday,generic,1
660,control,15,6,Samsung Internet,Friday,known brand,0
661,exposed,10,6,Chrome Mobile WebView,Friday,generic,0
662,exposed,5,6,Chrome Mobile,Monday,generic,0
663,exposed,10,6,Chrome Mobile WebView,Sunday,generic,0
664,control,11,6,Chrome Mobile,Saturday,generic,0
665,exposed,15,6,Chrome Mobile WebView,Thursday,generic,1
666,exposed,15,6,Chrome Mobile,Friday,generic,1
667,control,15,6,Chrome Mobile,Friday,generic,0
668,exposed,1,6,Chrome Mobile,Monday,generic,0
669,control,15,6,Chrome Mobile,Friday,generic,0
670,exposed,4,6,Chrome Mobile,Sunday,generic,0
671,control,15,6,Chrome Mobile,Friday,generic,0
672,exposed,5,6,Chrome Mobile,Wednesday,generic,1
673,exposed,14,6,Chrome Mobile,Wednesday,generic,1
674,control,15,6,Chrome Mobile WebView,Friday,known brand,0
675,exposed,9,6,Chrome Mobile WebView,Friday,known brand,1
676,control,15,6,Chrome Mobile,Friday,generic,1
677,control,10,6,Chrome Mobile WebView,Tuesday,generic,0
678,exposed,12,6,Chrome Mobile WebView,Wednesday,known brand,0
679,control,15,6,Chrome Mobile,Friday,generic,1
680,exposed,14,6,Chrome Mobile,Tuesday,generic,1
681,exposed,1,6,Chrome Mobile,Thursday,generic,0
682,exposed,4,6,Chrome Mobile,Monday,generic,0
683,exposed,10,6,Chrome Mobile WebView,Saturday,generic,0
684,exposed,1,6,Chrome Mobile WebView,Friday,known brand,0
685,control,4,6,Chrome Mobile,Tuesday,generic,0
686,exposed,12,6,Chrome Mobile,Tuesday,generic,1
687,control,20,6,Chrome Mobile,Wednesday,generic,0
688,control,4,6,Chrome Mobile,Thursday,generic,1
689,control,4,6,Chrome Mobile,Saturday,generic,0
690,exposed,0,6,Chrome Mobile WebView,Friday,generic,1
691,control,14,5,Mobile Safari UI/WKWebView,Friday,known brand,0
692,exposed,12,6,Chrome Mobile,Friday,generic,0
693,exposed,7,6,Chrome Mobile WebView,Wednesday,known brand,0
694,control,14,6,Chrome Mobile,Thursday,generic,1
695,control,15,6,Facebook,Friday,known brand,1
696,control,12,6,Facebook,Thursday,known brand,1
697,control,7,6,Facebook,Sunday,known brand,1
698,control,7,6,Chrome Mobile WebView,Friday,generic,0
699,control,12,5,Mobile Safari,Saturday,known brand,0
700,exposed,21,6,Chrome Mobile,Tuesday,generic,0
701,exposed,17,6,Chrome Mobile WebView,Tuesday,known brand,0
702,control,15,6,Facebook,Friday,known brand,0
703,exposed,19,6,Chrome Mobile WebView,Wednesday,generic,0
704,exposed,21,6,Facebook,Tuesday,known brand,1
705,control,15,6,Facebook,Friday,generic,0
706,exposed,6,6,Chrome Mobile,Saturday,generic,0
707,exposed,11,6,Chrome Mobile WebView,Saturday,known brand,1
708,exposed,11,6,Chrome Mobile,Saturday,generic,0
709,control,22,6,Facebook,Saturday,known brand,1
710,control,1,6,Samsung Internet,Thursday,known brand,1
711,exposed,16,6,Samsung Internet,Thursday,known brand,0
712,exposed,14,6,Chrome Mobile WebView,Saturday,known brand,1
713,exposed,18,6,Chrome Mobile,Wednesday,known brand,1
714,exposed,20,6,Chrome Mobile,Tuesday,generic,1
715,control,2,6,Chrome Mobile,Sunday,generic,0
716,control,15,6,Chrome Mobile,Friday,generic,0
717,exposed,4,6,Chrome Mobile,Sunday,generic,0
718,exposed,19,6,Chrome Mobile,Saturday,generic,1
719,control,17,6,Chrome Mobile,Saturday,generic,1
720,control,8,6,Chrome Mobile WebView,Friday,known brand,1
721,exposed,7,6,Chrome Mobile,Friday,generic,0
722,control,15,6,Facebook,Friday,known brand,0
723,control,1,5,Mobile Safari,Monday,known brand,0
724,control,15,6,Chrome Mobile,Friday,generic,1
725,exposed,2,6,Chrome Mobile,Friday,generic,0
726,control,15,6,Chrome Mobile,Friday,generic,1
727,control,1,6,Chrome Mobile,Thursday,generic,0
728,control,1,6,Chrome Mobile,Thursday,generic,1
729,exposed,5,6,Chrome Mobile,Tuesday,generic,0
730,exposed,17,6,Chrome Mobile WebView,Wednesday,known brand,1
731,exposed,3,6,Chrome Mobile,Thursday,generic,0
732,exposed,14,6,Samsung Internet,Tuesday,known brand,0
733,exposed,18,6,Chrome Mobile,Wednesday,generic,1
734,control,15,6,Facebook,Friday,known brand,0
735,exposed,20,6,Chrome Mobile,Wednesday,generic,1
736,control,4,6,Chrome Mobile,Monday,generic,1
737,exposed,20,6,Chrome Mobile,Wednesday,generic,0
738,control,21,6,Chrome Mobile,Sunday,generic,1
739,exposed,15,6,Chrome Mobile,Saturday,generic,0
740,control,3,6,Chrome Mobile WebView,Friday,generic,0
741,control,10,6,Chrome Mobile,Monday,generic,0
742,control,15,6,Chrome Mobile,Friday,generic,1
743,exposed,14,6,Chrome Mobile WebView,Saturday,known brand,1
744,control,6,6,Chrome Mobile,Tuesday,generic,1
745,exposed,19,6,Chrome Mobile WebView,Wednesday,known brand,1
746,control,15,6,Chrome Mobile,Friday,generic,1
747,exposed,22,6,Chrome Mobile,Wednesday,generic,0
748,exposed,6,6,Chrome Mobile WebView,Tuesday,known brand,0
749,exposed,20,6,Facebook,Thursday,generic,0
750,exposed,11,6,Chrome Mobile,Saturday,generic,1
751,exposed,23,6,Chrome Mobile,Thursday,generic,1
752,control,7,6,Chrome Mobile,Monday,generic,0
753,exposed,14,6,Chrome Mobile,Sunday,generic,1
754,control,11,6,Samsung Internet,Saturday,known brand,1
755,control,17,6,Chrome Mobile,Saturday,generic,0
756,control,15,6,Chrome Mobile WebView,Friday,known brand,0
757,exposed,6,6,Chrome Mobile,Monday,generic,1
758,control,18,6,Chrome Mobile,Wednesday,generic,0
759,exposed,18,6,Chrome Mobile WebView,Wednesday,known brand,1
760,control,15,6,Chrome Mobile,Friday,generic,1
761,control,15,6,Chrome Mobile WebView,Friday,known brand,0
762,exposed,5,6,Chrome Mobile WebView,Friday,known brand,1
763,exposed,18,6,Chrome Mobile WebView,Wednesday,known brand,1
764,control,9,6,Chrome Mobile,Friday,generic,1
765,exposed,7,6,Chrome Mobile WebView,Thursday,known brand,1
766,exposed,19,6,Chrome Mobile,Wednesday,generic,1
767,control,7,6,Chrome Mobile WebView,Monday,known brand,1
768,control,12,6,Chrome Mobile,Sunday,generic,0
769,exposed,1,6,Chrome Mobile WebView,Tuesday,known brand,0
770,exposed,3,6,Chrome Mobile,Friday,generic,1
771,exposed,19,6,Samsung Internet,Saturday,known brand,0
772,control,15,6,Chrome Mobile,Friday,generic,1
773,exposed,19,6,Chrome Mobile,Tuesday,generic,1
774,exposed,7,6,Chrome Mobile WebView,Sunday,known brand,0
775,exposed,5,6,Chrome Mobile,Saturday,generic,1
776,control,11,6,Samsung Internet,Thursday,known brand,0
777,control,15,6,Samsung Internet,Friday,known brand,1
778,exposed,11,6,Chrome Mobile,Tuesday,generic,0
779,exposed,4,6,Facebook,Friday,generic,0
780,control,5,6,Chrome Mobile WebView,Thursday,known brand,1
781,control,15,6,Chrome Mobile,Friday,generic,0
782,control,8,6,Chrome Mobile,Saturday,generic,1
783,exposed,13,6,Chrome Mobile WebView,Saturday,generic,1
784,control,15,6,Samsung Internet,Friday,known brand,1
785,control,15,6,Samsung Internet,Friday,known brand,0
786,control,15,6,Chrome Mobile,Friday,generic,1
787,exposed,4,6,Chrome Mobile,Wednesday,generic,1
788,control,9,5,Mobile Safari,Thursday,known brand,1
789,control,15,6,Samsung Internet,Friday,known brand,0
790,exposed,11,6,Facebook,Friday,generic,1
791,exposed,18,6,Chrome Mobile,Thursday,generic,0
792,control,11,6,Chrome Mobile,Friday,generic,0
793,exposed,4,6,Chrome Mobile,Friday,generic,1
794,exposed,12,6,Chrome Mobile,Friday,generic,0
795,exposed,17,6,Chrome Mobile WebView,Thursday,known brand,1
796,control,5,6,Facebook,Friday,known brand,1
797,exposed,7,6,Chrome Mobile,Sunday,generic,0
798,control,15,6,Chrome Mobile,Friday,generic,0
799,control,7,6,Chrome Mobile WebView,Friday,known brand,0
800,exposed,22,6,Chrome Mobile WebView,Thursday,known brand,1
801,control,21,6,Chrome Mobile,Tuesday,generic,0
802,control,5,6,Chrome Mobile,Sunday,generic,1
803,exposed,14,6,Chrome Mobile,Sunday,generic,1
804,exposed,0,6,Facebook,Friday,known brand,1
805,control,15,5,Mobile Safari,Friday,known brand,0
806,exposed,16,6,Chrome Mobile,Wednesday,generic,1
807,exposed,21,6,Chrome Mobile WebView,Wednesday,known brand,1
808,exposed,14,6,Chrome Mobile WebView,Friday,known brand,0
809,exposed,15,6,Chrome Mobile,Wednesday,generic,1
810,exposed,6,6,Chrome Mobile,Thursday,generic,0
811,control,17,6,Chrome Mobile,Wednesday,generic,0
812,exposed,12,6,Facebook,Saturday,known brand,0
813,control,9,6,Samsung Internet,Thursday,known brand,1
814,control,19,6,Samsung Internet,Wednesday,known brand,1
815,exposed,12,6,Chrome Mobile,Thursday,generic,0
816,control,15,6,Chrome Mobile,Friday,generic,1
817,exposed,9,6,Facebook,Tuesday,generic,0
818,exposed,17,6,Chrome Mobile,Wednesday,generic,0
819,exposed,11,6,Chrome Mobile,Thursday,generic,1
820,exposed,13,6,Chrome Mobile,Saturday,generic,0
821,control,21,6,Chrome Mobile,Tuesday,generic,1
822,control,12,6,Chrome Mobile,Friday,known brand,1
823,exposed,21,6,Chrome Mobile,Wednesday,generic,0
824,exposed,5,6,Chrome Mobile,Friday,generic,0
825,exposed,17,6,Chrome Mobile,Wednesday,generic,0
826,control,16,6,Facebook,Sunday,known brand,1
827,exposed,16,6,Chrome Mobile,Wednesday,generic,1
828,exposed,5,6,Chrome Mobile WebView,Wednesday,known brand,0
829,control,15,6,Samsung Internet,Friday,known brand,1
830,exposed,7,6,Chrome Mobile,Wednesday,generic,1
831,control,13,6,Chrome Mobile,Friday,generic,0
832,exposed,12,6,Chrome Mobile,Saturday,generic,0
833,exposed,6,6,Chrome Mobile WebView,Tuesday,generic,1
834,exposed,5,6,Chrome Mobile,Sunday,generic,1
835,exposed,3,6,Chrome Mobile WebView,Friday,known brand,0
836,exposed,10,6,Chrome Mobile WebView,Monday,known brand,0
837,control,15,6,Chrome Mobile WebView,Friday,generic,0
838,exposed,7,6,Chrome Mobile WebView,Saturday,known brand,1
839,exposed,6,6,Chrome Mobile WebView,Saturday,known brand,0
840,control,15,6,Samsung Internet,Friday,known brand,0
841,exposed,17,6,Samsung Internet,Thursday,known brand,0
842,control,4,6,Chrome Mobile,Monday,generic,0
843,exposed,2,6,Chrome Mobile,Friday,generic,1
844,control,11,6,Samsung Internet,Thursday,known brand,1
845,exposed,15,6,Chrome Mobile,Wednesday,generic,1
846,control,22,6,Facebook,Wednesday,known brand,0
847,exposed,11,6,Chrome Mobile WebView,Friday,known brand,0
848,exposed,13,6,Chrome Mobile,Saturday,generic,1
849,exposed,12,6,Chrome Mobile,Tuesday,generic,0
850,exposed,2,6,Chrome Mobile,Friday,generic,1
851,exposed,20,6,Chrome Mobile,Wednesday,generic,1
852,control,15,6,Chrome Mobile,Friday,generic,0
853,exposed,21,6,Chrome Mobile,Thursday,generic,0
854,control,15,6,Chrome Mobile,Friday,generic,1
855,exposed,3,6,Chrome Mobile,Thursday,generic,1
856,exposed,7,6,Chrome Mobile WebView,Friday,generic,1
857,control,0,6,Facebook,Monday,known brand,1
858,control,15,6,Facebook,Friday,known brand,0
859,exposed,20,6,Chrome Mobile,Wednesday,generic,1
860,control,15,6,Chrome Mobile,Friday,known brand,1
861,control,8,6,Samsung Internet,Tuesday,known brand,0
862,control,18,6,Chrome Mobile,Thursday,generic,0
863,control,15,6,Chrome Mobile,Friday,generic,0
864,control,14,6,Chrome Mobile WebView,Wednesday,known brand,0
865,exposed,13,6,Chrome Mobile,Friday,generic,1
866,exposed,19,6,Chrome Mobile,Wednesday,generic,0
867,control,14,6,Chrome Mobile,Tuesday,generic,0
868,exposed,12,6,Facebook,Sunday,known brand,1
869,exposed,6,6,Chrome Mobile,Friday,generic,1
870,control,15,6,Chrome Mobile,Friday,generic,0
871,exposed,13,6,Chrome Mobile WebView,Thursday,known brand,1
872,control,9,6,Facebook,Saturday,known brand,0
873,exposed,18,6,Chrome Mobile,Sunday,generic,1
874,exposed,2,6,Samsung Internet,Tuesday,known brand,0
875,control,0,6,Facebook,Friday,known brand,0
876,exposed,14,6,Chrome Mobile WebView,Wednesday,known brand,1
877,exposed,10,6,Chrome Mobile,Thursday,generic,0
878,exposed,18,6,Chrome Mobile WebView,Wednesday,known brand,0
879,exposed,0,6,Chrome Mobile,Wednesday,generic,0
880,control,13,6,Chrome Mobile,Wednesday,generic,1
881,control,15,6,Chrome Mobile,Friday,generic,0
882,exposed,1,6,Chrome Mobile WebView,Tuesday,known brand,1
883,exposed,12,6,Chrome Mobile WebView,Friday,known brand,0
884,control,15,6,Chrome Mobile,Friday,generic,0
885,control,11,6,Chrome Mobile,Saturday,known brand,1
886,exposed,2,6,Chrome Mobile,Friday,generic,1
887,exposed,15,6,Chrome Mobile WebView,Wednesday,known brand,0
888,exposed,0,6,Chrome Mobile,Friday,generic,0
889,control,13,6,Chrome Mobile,Tuesday,generic,1
890,control,0,6,Chrome Mobile WebView,Thursday,known brand,1
891,control,12,6,Chrome Mobile,Thursday,generic,0
892,exposed,17,6,Chrome Mobile,Saturday,generic,0
893,exposed,6,6,Chrome Mobile,Friday,generic,1
894,control,11,6,Facebook,Wednesday,known brand,0
895,exposed,6,6,Chrome Mobile WebView,Saturday,known brand,0
896,exposed,4,6,Chrome Mobile,Sunday,generic,0
897,exposed,5,6,Chrome Mobile,Wednesday,generic,0
898,control,15,6,Samsung Internet,Friday,known brand,0
899,control,3,6,Chrome Mobile,Sunday,generic,1
900,exposed,0,6,Chrome Mobile WebView,Friday,known brand,1
901,exposed,16,6,Chrome Mobile,Wednesday,generic,1
902,exposed,8,6,Chrome Mobile,Thursday,generic,1
903,control,15,6,Chrome Mobile,Friday,generic,1
904,control,15,6,Chrome Mobile,Friday,generic,0
905,control,15,6,Chrome Mobile WebView,Friday,known brand,0
906,exposed,15,6,Chrome Mobile,Sunday,generic,1
907,exposed,9,6,Chrome Mobile,Monday,generic,1
908,control,6,6,Chrome Mobile,Thursday,generic,0
909,exposed,17,6,Samsung Internet,Saturday,known brand,1
910,control,15,6,Chrome Mobile,Friday,generic,1
911,control,1,6,Chrome Mobile,Saturday,generic,0
912,control,15,6,Chrome Mobile WebView,Friday,known brand,0
913,exposed,19,6,Chrome Mobile,Wednesday,generic,1
914,control,20,6,Chrome Mobile,Saturday,generic,1
915,exposed,13,6,Chrome Mobile,Thursday,generic,0
916,exposed,22,6,Chrome Mobile,Wednesday,generic,0
917,exposed,9,6,Chrome Mobile,Thursday,generic,0
918,exposed,15,6,Chrome Mobile,Friday,generic,0
919,exposed,16,6,Chrome Mobile WebView,Wednesday,known brand,0
920,control,15,6,Chrome Mobile,Friday,generic,0
921,exposed,4,6,Chrome Mobile,Monday,generic,1
922,exposed,6,6,Chrome Mobile WebView,Saturday,known brand,1
923,control,9,6,Chrome Mobile WebView,Thursday,known brand,1
924,exposed,10,6,Chrome Mobile,Tuesday,generic,1
925,control,11,6,Chrome Mobile,Saturday,generic,1
926,exposed,20,6,Chrome Mobile,Thursday,generic,1
927,exposed,12,6,Chrome Mobile WebView,Friday,known brand,1
928,exposed,2,6,Facebook,Saturday,generic,1
929,exposed,20,6,Chrome Mobile,Wednesday,generic,1
930,exposed,10,6,Chrome Mobile WebView,Friday,known brand,1
931,control,10,6,Facebook,Saturday,generic,0
932,exposed,8,6,Chrome Mobile WebView,Friday,known brand,1
933,control,12,6,Chrome Mobile,Saturday,generic,0
934,control,15,6,Chrome Mobile,Friday,generic,0
935,exposed,7,6,Chrome Mobile,Saturday,generic,1
936,control,19,6,Chrome Mobile,Wednesday,generic,0
937,control,15,6,Facebook,Friday,known brand,1
938,control,19,6,Chrome Mobile,Tuesday,generic,1
939,control,15,6,Samsung Internet,Friday,known brand,0
940,control,17,6,Chrome Mobile,Thursday,generic,0
941,control,15,6,Chrome Mobile,Friday,generic,0
942,exposed,9,6,Chrome Mobile WebView,Thursday,generic,1
943,control,15,5,Mobile Safari,Friday,known brand,0
944,exposed,8,6,Samsung Internet,Saturday,known brand,1
945,control,15,6,Chrome Mobile,Friday,generic,0
946,control,3,6,Chrome Mobile,Friday,generic,0
947,control,15,6,Chrome Mobile,Friday,generic,1
948,control,15,6,Chrome Mobile,Friday,generic,0
949,control,16,6,Chrome Mobile,Wednesday,generic,1
950,exposed,3,6,Chrome Mobile,Friday,generic,0
951,control,5,6,Samsung Internet,Thursday,known brand,1
952,exposed,13,6,Chrome Mobile WebView,Tuesday,generic,1
953,exposed,9,6,Chrome Mobile WebView,Thursday,known brand,0
954,exposed,9,6,Facebook,Friday,generic,1
955,exposed,20,6,Samsung Internet,Wednesday,known brand,1
956,exposed,3,6,Chrome Mobile,Friday,generic,0
957,control,12,6,Samsung Internet,Sunday,known brand,0
958,control,10,6,Samsung Internet,Tuesday,known brand,1
959,control,18,6,Chrome Mobile,Sunday,generic,0
960,exposed,12,6,Chrome Mobile,Sunday,generic,1
961,exposed,22,6,Chrome Mobile,Wednesday,generic,0
962,control,8,6,Chrome Mobile,Thursday,generic,0
963,control,10,6,Chrome Mobile WebView,Sunday,known brand,0
964,control,13,6,Samsung Internet,Saturday,known brand,0
965,control,4,6,Chrome Mobile,Sunday,generic,0
966,control,5,6,Chrome Mobile,Wednesday,generic,0
967,exposed,7,6,Chrome Mobile,Friday,generic,1
968,control,10,6,Chrome Mobile,Monday,generic,1
969,control,21,6,Chrome Mobile,Wednesday,generic,1
970,control,11,5,Mobile Safari,Saturday,known brand,0
971,control,19,6,Samsung Internet,Thursday,known brand,1
972,exposed,9,6,Chrome Mobile WebView,Tuesday,generic,1
973,exposed,21,6,Chrome Mobile WebView,Thursday,known brand,1
974,control,1,6,Facebook,Friday,generic,1
975,control,13,6,Chrome Mobile,Saturday,generic,0
976,exposed,16,6,Chrome Mobile WebView,Wednesday,known brand,1
977,exposed,9,6,Chrome Mobile,Friday,generic,0
978,exposed,6,6,Chrome Mobile,Monday,generic,1
979,exposed,5,6,Samsung Internet,Monday,known brand,0
980,control,19,6,Chrome Mobile,Thursday,generic,0
981,control,5,6,Chrome Mobile,Tuesday,known brand,0
982,control,8,6,Samsung Internet,Sunday,known brand,0
983,exposed,6,6,Facebook,Friday,generic,0
984,exposed,13,6,Chrome Mobile,Friday,generic,1
985,exposed,3,6,Chrome Mobile,Saturday,generic,0
986,control,15,6,Samsung Internet,Friday,known brand,1
987,exposed,9,6,Samsung Internet,Friday,known brand,0
988,control,15,6,Facebook,Friday,known brand,0
989,control,20,6,Chrome Mobile,Wednesday,generic,1
990,control,23,6,Facebook,Wednesday,generic,1
