,experiment,hour,platform_os,browser,day_of_week,brand,response
760,control,15,6,Chrome Mobile,Friday,generic,1
764,control,9,6,Chrome Mobile,Friday,generic,1
766,exposed,19,6,Chrome Mobile,Wednesday,generic,1
768,control,12,6,Chrome Mobile,Sunday,generic,0
770,exposed,3,6,Chrome Mobile,Friday,generic,1
772,control,15,6,Chrome Mobile,Friday,generic,1
773,exposed,19,6,Chrome Mobile,Tuesday,generic,1
775,exposed,5,6,Chrome Mobile,Saturday,generic,1
778,exposed,11,6,Chrome Mobile,Tuesday,generic,0
779,exposed,4,6,Facebook,Friday,generic,0
781,control,15,6,Chrome Mobile,Friday,generic,0
782,control,8,6,Chrome Mobile,Saturday,generic,1
783,exposed,13,6,Chrome Mobile WebView,Saturday,generic,1
786,control,15,6,Chrome Mobile,Friday,generic,1
787,exposed,4,6,Chrome Mobile,Wednesday,generic,1
790,exposed,11,6,Facebook,Friday,generic,1
791,exposed,18,6,Chrome Mobile,Thursday,generic,0
792,control,11,6,Chrome Mobile,Friday,generic,0
793,exposed,4,6,Chrome Mobile,Friday,generic,1
794,exposed,12,6,Chrome Mobile,Friday,generic,0
797,exposed,7,6,Chrome Mobile,Sunday,generic,0
798,control,15,6,Chrome Mobile,Friday,generic,0
801,control,21,6,Chrome Mobile,Tuesday,generic,0
802,control,5,6,Chrome Mobile,Sunday,generic,1
803,exposed,14,6,Chrome Mobile,Sunday,generic,1
806,exposed,16,6,Chrome Mobile,Wednesday,generic,1
809,exposed,15,6,Chrome Mobile,Wednesday,generic,1
810,exposed,6,6,Chrome Mobile,Thursday,generic,0
811,control,17,6,Chrome Mobile,Wednesday,generic,0
815,exposed,12,6,Chrome Mobile,Thursday,generic,0
816,control,15,6,Chrome Mobile,Friday,generic,1
817,exposed,9,6,Facebook,Tuesday,generic,0
818,exposed,17,6,Chrome Mobile,Wednesday,generic,0
819,exposed,11,6,Chrome Mobile,Thursday,generic,1
820,exposed,13,6,Chrome Mobile,Saturday,generic,0
821,control,21,6,Chrome Mobile,Tuesday,generic,1
823,exposed,21,6,Chrome Mobile,Wednesday,generic,0
824,exposed,5,6,Chrome Mobile,Friday,generic,0
825,exposed,17,6,Chrome Mobile,Wednesday,generic,0
827,exposed,16,6,Chrome Mobile,Wednesday,generic,1
830,exposed,7,6,Chrome Mobile,Wednesday,generic,1
831,control,13,6,Chrome Mobile,Friday,generic,0
832,exposed,12,6,Chrome Mobile,Saturday,generic,0
833,exposed,6,6,Chrome Mobile WebView,Tuesday,generic,1
834,exposed,5,6,Chrome Mobile,Sunday,generic,1
837,control,15,6,Chrome Mobile WebView,Friday,generic,0
842,control,4,6,Chrome Mobile,Monday,generic,0
843,exposed,2,6,Chrome Mobile,Friday,generic,1
845,exposed,15,6,Chrome Mobile,Wednesday,generic,1
848,exposed,13,6,Chrome Mobile,Saturday,generic,1
849,exposed,12,6,Chrome Mobile,Tuesday,generic,0
850,exposed,2,6,Chrome Mobile,Friday,generic,1
851,exposed,20,6,Chrome Mobile,Wednesday,generic,1
852,control,15,6,Chrome Mobile,Friday,generic,0
853,exposed,21,6,Chrome Mobile,Thursday,generic,0
854,control,15,6,Chrome Mobile,Friday,generic,1
855,exposed,3,6,Chrome Mobile,Thursday,generic,1
856,exposed,7,6,Chrome Mobile WebView,Friday,generic,1
859,exposed,20,6,Chrome Mobile,Wednesday,generic,1
862,control,18,6,Chrome Mobile,Thursday,generic,0
863,control,15,6,Chrome Mobile,Friday,generic,0
865,exposed,13,6,Chrome Mobile,Friday,generic,1
866,exposed,19,6,Chrome Mobile,Wednesday,generic,0
867,control,14,6,Chrome Mobile,Tuesday,generic,0
869,exposed,6,6,Chrome Mobile,Friday,generic,1
870,control,15,6,Chrome Mobile,Friday,generic,0
873,exposed,18,6,Chrome Mobile,Sunday,generic,1
877,exposed,10,6,Chrome Mobile,Thursday,generic,0
879,exposed,0,6,Chrome Mobile,Wednesday,generic,0
880,control,13,6,Chrome Mobile,Wednesday,generic,1
881,control,15,6,Chrome Mobile,Friday,generic,0
884,control,15,6,Chrome Mobile,Friday,generic,0
886,exposed,2,6,Chrome Mobile,Friday,generic,1
888,exposed,0,6,Chrome Mobile,Friday,generic,0
889,control,13,6,Chrome Mobile,Tuesday,generic,1
891,control,12,6,Chrome Mobile,Thursday,generic,0
892,exposed,17,6,Chrome Mobile,Saturday,generic,0
893,exposed,6,6,Chrome Mobile,Friday,generic,1
896,exposed,4,6,Chrome Mobile,Sunday,generic,0
897,exposed,5,6,Chrome Mobile,Wednesday,generic,0
899,control,3,6,Chrome Mobile,Sunday,generic,1
901,exposed,16,6,Chrome Mobile,Wednesday,generic,1
902,exposed,8,6,Chrome Mobile,Thursday,generic,1
903,control,15,6,Chrome Mobile,Friday,generic,1
904,control,15,6,Chrome Mobile,Friday,generic,0
906,exposed,15,6,Chrome Mobile,Sunday,generic,1
907,exposed,9,6,Chrome Mobile,Monday,generic,1
908,control,6,6,Chrome Mobile,Thursday,generic,0
910,control,15,6,Chrome Mobile,Friday,generic,1
911,control,1,6,Chrome Mobile,Saturday,generic,0
913,exposed,19,6,Chrome Mobile,Wednesday,generic,1
914,control,20,6,Chrome Mobile,Saturday,generic,1
915,exposed,13,6,Chrome Mobile,Thursday,generic,0
916,exposed,22,6,Chrome Mobile,Wednesday,generic,0
917,exposed,9,6,Chrome Mobile,Thursday,generic,0
918,exposed,15,6,Chrome Mobile,Friday,generic,0
920,control,15,6,Chrome Mobile,Friday,generic,0
921,exposed,4,6,Chrome Mobile,Monday,generic,1
924,exposed,10,6,Chrome Mobile,Tuesday,generic,1
925,control,11,6,Chrome Mobile,Saturday,generic,1
926,exposed,20,6,Chrome Mobile,Thursday,generic,1
928,exposed,2,6,Facebook,Saturday,generic,1
929,exposed,20,6,Chrome Mobile,Wednesday,generic,1
931,control,10,6,Facebook,Saturday,generic,0
933,control,12,6,Chrome Mobile,Saturday,generic,0
934,control,15,6,Chrome Mobile,Friday,generic,0
935,exposed,7,6,Chrome Mobile,Saturday,generic,1
936,control,19,6,Chrome Mobile,Wednesday,generic,0
938,control,19,6,Chrome Mobile,Tuesday,generic,1
940,control,17,6,Chrome Mobile,Thursday,generic,0
941,control,15,6,Chrome Mobile,Friday,generic,0
942,exposed,9,6,Chrome Mobile WebView,Thursday,generic,1
945,control,15,6,Chrome Mobile,Friday,generic,0
946,control,3,6,Chrome Mobile,Friday,generic,0
947,control,15,6,Chrome Mobile,Friday,generic,1
948,control,15,6,Chrome Mobile,Friday,generic,0
949,control,16,6,Chrome Mobile,Wednesday,generic,1
950,exposed,3,6,Chrome Mobile,Friday,generic,0
952,exposed,13,6,Chrome Mobile WebView,Tuesday,generic,1
954,exposed,9,6,Facebook,Friday,generic,1
956,exposed,3,6,Chrome Mobile,Friday,generic,0
959,control,18,6,Chrome Mobile,Sunday,generic,0
960,exposed,12,6,Chrome Mobile,Sunday,generic,1
961,exposed,22,6,Chrome Mobile,Wednesday,generic,0
962,control,8,6,Chrome Mobile,Thursday,generic,0
965,control,4,6,Chrome Mobile,Sunday,generic,0
966,control,5,6,Chrome Mobile,Wednesday,generic,0
967,exposed,7,6,Chrome Mobile,Friday,generic,1
968,control,10,6,Chrome Mobile,Monday,generic,1
969,control,21,6,Chrome Mobile,Wednesday,generic,1
972,exposed,9,6,Chrome Mobile WebView,Tuesday,generic,1
974,control,1,6,Facebook,Friday,generic,1
975,control,13,6,Chrome Mobile,Saturday,generic,0
977,exposed,9,6,Chrome Mobile,Friday,generic,0
978,exposed,6,6,Chrome Mobile,Monday,generic,1
980,control,19,6,Chrome Mobile,Thursday,generic,0
983,exposed,6,6,Facebook,Friday,generic,0
984,exposed,13,6,Chrome Mobile,Friday,generic,1
985,exposed,3,6,Chrome Mobile,Saturday,generic,0
989,control,20,6,Chrome Mobile,Wednesday,generic,1
990,control,23,6,Facebook,Wednesday,generic,1
991,control,15,6,Chrome Mobile,Friday,generic,0
992,control,15,6,Chrome Mobile,Friday,generic,0
993,exposed,11,6,Chrome Mobile,Friday,generic,0
994,exposed,20,6,Chrome Mobile WebView,Saturday,generic,1
995,control,15,6,Chrome Mobile,Friday,generic,0
998,control,15,6,Chrome Mobile,Wednesday,generic,0
999,control,15,6,Chrome Mobile,Friday,generic,0
1000,control,9,6,Chrome Mobile,Sunday,generic,1
1003,exposed,21,6,Chrome Mobile,Thursday,generic,0
1004,control,17,6,Chrome Mobile,Sunday,generic,0
1006,exposed,7,6,Chrome Mobile,Saturday,generic,0
1008,control,15,6,Chrome Mobile,Friday,generic,0
1009,control,12,6,Chrome Mobile,Thursday,generic,1
1011,exposed,6,6,Chrome Mobile,Sunday,generic,1
1012,exposed,18,6,Chrome Mobile,Thursday,generic,1
1013,exposed,0,6,Chrome Mobile WebView,Friday,generic,1
1014,exposed,20,6,Chrome Mobile,Thursday,generic,1
1016,control,16,6,Chrome Mobile,Sunday,generic,1
1017,control,9,6,Chrome Mobile,Saturday,generic,1
1018,exposed,15,6,Facebook,Wednesday,generic,0
1019,exposed,10,6,Chrome Mobile,Saturday,generic,0
1020,control,9,6,Chrome Mobile,Tuesday,generic,1
1021,control,4,6,Chrome Mobile,Thursday,generic,0
1026,control,15,6,Chrome Mobile,Friday,generic,0
1027,control,15,6,Chrome Mobile,Friday,generic,1
1028,exposed,14,6,Chrome Mobile,Friday,generic,1
1031,control,10,6,Chrome Mobile,Tuesday,generic,0
1032,exposed,10,6,Chrome Mobile,Monday,generic,0
1033,exposed,7,6,Chrome Mobile WebView,Saturday,generic,1
1034,exposed,16,6,Chrome Mobile,Wednesday,generic,0
1035,exposed,11,6,Chrome Mobile,Thursday,generic,0
1036,exposed,22,6,Chrome Mobile,Thursday,generic,0
1042,control,15,6,Chrome Mobile,Friday,generic,1
1045,exposed,3,6,Chrome Mobile,Monday,generic,1
1048,control,16,6,Chrome Mobile,Thursday,generic,1
1049,control,20,6,Chrome Mobile,Saturday,generic,0
1050,exposed,7,6,Chrome Mobile,Tuesday,generic,1
1052,exposed,8,6,Chrome Mobile,Tuesday,generic,0
1056,control,12,6,Facebook,Saturday,generic,0
1057,exposed,18,6,Chrome Mobile,Wednesday,generic,1
1058,exposed,8,6,Chrome Mobile,Friday,generic,1
1059,control,10,6,Chrome Mobile,Wednesday,generic,1
1061,exposed,20,6,Chrome Mobile,Saturday,generic,1
1062,exposed,9,6,Chrome Mobile,Monday,generic,1
1064,control,11,6,Chrome Mobile,Saturday,generic,1
1065,control,15,6,Chrome Mobile,Friday,generic,1
1066,control,4,6,Chrome Mobile,Saturday,generic,1
1068,control,21,6,Chrome Mobile WebView,Wednesday,generic,1
1070,control,20,6,Facebook,Saturday,generic,0
1071,control,15,6,Chrome Mobile,Friday,generic,1
1072,exposed,18,6,Chrome Mobile,Thursday,generic,0
1076,control,21,6,Chrome Mobile,Wednesday,generic,1
1077,control,16,6,Chrome Mobile,Saturday,generic,1
1078,control,5,6,Chrome Mobile,Friday,generic,0
1081,control,21,6,Chrome Mobile,Wednesday,generic,1
1082,control,6,6,Chrome Mobile,Friday,generic,1
1084,control,5,6,Chrome Mobile,Sunday,generic,0
1085,exposed,18,6,Chrome Mobile,Saturday,generic,1
1089,exposed,19,6,Chrome Mobile WebView,Wednesday,generic,0
1091,control,15,6,Chrome Mobile,Friday,generic,0
1093,control,9,6,Facebook,Thursday,generic,1
1094,exposed,8,6,Chrome Mobile,Sunday,generic,0
1095,exposed,18,6,Facebook,Wednesday,generic,0
1096,control,7,6,Chrome Mobile,Tuesday,generic,1
1098,control,14,6,Chrome Mobile,Saturday,generic,0
1099,control,15,6,Chrome Mobile,Friday,generic,0
1101,control,15,6,Chrome Mobile,Friday,generic,0
1102,exposed,7,6,Chrome Mobile,Wednesday,generic,1
1103,control,15,6,Chrome Mobile,Friday,generic,0
1104,exposed,23,6,Chrome Mobile,Thursday,generic,1
1106,exposed,20,6,Chrome Mobile,Thursday,generic,1
1107,control,15,6,Chrome Mobile,Friday,generic,1
1112,exposed,15,6,Chrome Mobile,Saturday,generic,0
1113,exposed,5,6,Chrome Mobile,Monday,generic,0
1116,exposed,6,6,Chrome Mobile,Thursday,generic,0
1117,exposed,8,6,Chrome Mobile,Friday,generic,1
1118,control,15,6,Chrome Mobile WebView,Friday,generic,0
1119,exposed,6,6,Chrome Mobile,Monday,generic,0
1120,control,21,6,Chrome Mobile,Thursday,generic,0
1121,exposed,11,6,Chrome Mobile,Friday,generic,0
1123,control,5,6,Chrome Mobile,Sunday,generic,0
1125,control,15,6,Chrome Mobile,Friday,generic,0
1126,exposed,7,6,Chrome Mobile,Friday,generic,1
1127,control,14,6,Facebook,Friday,generic,0
1129,control,8,6,Chrome Mobile,Monday,generic,1
1130,exposed,1,6,Chrome Mobile,Friday,generic,0
1135,exposed,9,6,Chrome Mobile,Sunday,generic,0
1137,exposed,13,6,Chrome Mobile WebView,Friday,generic,0
1138,control,15,6,Chrome Mobile,Friday,generic,0
1141,control,14,6,Chrome Mobile,Wednesday,generic,0
1143,exposed,3,6,Chrome Mobile,Sunday,generic,1
1144,control,15,6,Facebook,Friday,generic,1
1145,exposed,21,6,Chrome Mobile,Thursday,generic,1
1146,exposed,4,6,Chrome Mobile,Friday,generic,1
1147,exposed,12,6,Chrome Mobile,Friday,generic,0
1148,exposed,8,6,Chrome Mobile,Saturday,generic,0
1150,exposed,4,6,Chrome Mobile,Friday,generic,0
1151,control,21,6,Chrome Mobile,Wednesday,generic,1
1152,exposed,22,6,Chrome Mobile,Tuesday,generic,0
1153,exposed,17,6,Chrome Mobile,Thursday,generic,1
1156,exposed,9,6,Chrome Mobile,Thursday,generic,1
1158,control,15,6,Facebook,Friday,generic,1
1159,control,15,6,Facebook,Wednesday,generic,1
1161,exposed,5,6,Facebook,Monday,generic,0
1162,control,20,6,Facebook,Thursday,generic,0
1163,exposed,13,6,Facebook,Saturday,generic,1
1164,exposed,21,6,Chrome Mobile WebView,Thursday,generic,1
1166,control,15,6,Chrome Mobile,Friday,generic,1
1169,exposed,6,6,Chrome Mobile,Saturday,generic,0
1170,exposed,7,6,Chrome Mobile,Friday,generic,0
1172,control,15,6,Chrome Mobile,Friday,generic,0
1173,exposed,8,6,Chrome Mobile,Thursday,generic,1
1174,control,15,6,Chrome Mobile,Friday,generic,0
1176,exposed,13,6,Chrome Mobile,Thursday,generic,1
1177,control,15,6,Chrome Mobile,Friday,generic,0
1178,exposed,15,6,Chrome Mobile,Wednesday,generic,0
1179,control,20,6,Chrome Mobile,Wednesday,generic,0
1181,exposed,3,6,Chrome Mobile,Friday,generic,0
1183,exposed,9,6,Facebook,Friday,generic,0
1185,exposed,14,6,Chrome Mobile WebView,Wednesday,generic,0
1187,exposed,1,6,Chrome Mobile,Saturday,generic,1
1196,exposed,4,6,Chrome Mobile,Monday,generic,1
1198,exposed,5,6,Chrome Mobile,Friday,generic,0
1199,control,15,6,Facebook,Friday,generic,0
1200,control,15,6,Chrome Mobile,Friday,generic,1
1202,exposed,0,6,Chrome Mobile,Friday,generic,0
1204,control,15,6,Chrome Mobile,Friday,generic,0
1205,exposed,14,6,Chrome Mobile,Thursday,generic,0
1206,control,1,6,Chrome Mobile,Tuesday,generic,0
1208,control,16,6,Chrome Mobile,Tuesday,generic,0
1209,exposed,19,6,Chrome Mobile,Wednesday,generic,0
1210,control,5,6,Chrome Mobile,Monday,generic,1
1211,exposed,8,6,Chrome Mobile,Friday,generic,0
1213,exposed,3,6,Chrome Mobile,Sunday,generic,0
1214,control,15,6,Chrome Mobile,Friday,generic,1
1216,exposed,13,6,Chrome Mobile WebView,Saturday,generic,1
1217,exposed,6,6,Chrome Mobile,Friday,generic,0
1218,control,15,6,Chrome Mobile,Friday,generic,1
1219,control,8,6,Facebook,Thursday,generic,0
1220,exposed,11,6,Chrome Mobile,Friday,generic,0
1221,control,15,6,Chrome Mobile,Friday,generic,1
1223,exposed,6,6,Chrome Mobile WebView,Saturday,generic,1
1226,control,15,6,Chrome Mobile,Friday,generic,1
1227,control,3,6,Chrome Mobile,Sunday,generic,0
1228,control,15,6,Chrome Mobile,Friday,generic,0
1229,control,4,6,Chrome Mobile,Sunday,generic,0
1231,control,4,6,Chrome Mobile,Saturday,generic,0
1233,exposed,4,6,Chrome Mobile WebView,Thursday,generic,1
1234,control,1,6,Chrome Mobile,Friday,generic,1
1235,exposed,14,6,Chrome Mobile,Thursday,generic,1
1237,exposed,18,6,Chrome Mobile,Thursday,generic,0
1238,exposed,21,6,Chrome Mobile,Sunday,generic,1
1239,exposed,1,6,Chrome Mobile,Saturday,generic,1
1240,control,7,6,Chrome Mobile,Thursday,generic,0
1241,control,16,6,Chrome Mobile,Friday,generic,0
1242,exposed,4,6,Chrome Mobile,Friday,generic,0
