,experiment,hour,platform_os,browser,day_of_week,brand,response
498,control,15,6,Chrome Mobile,Friday,generic,0
499,control,15,6,Chrome Mobile,Friday,generic,0
500,control,11,6,Chrome Mobile,Saturday,known brand,1
501,exposed,2,6,Chrome Mobile,Friday,generic,1
502,exposed,0,6,Chrome Mobile,Friday,generic,0
503,control,13,6,Chrome Mobile,Tuesday,generic,1
504,control,12,6,Chrome Mobile,Thursday,generic,0
505,exposed,17,6,Chrome Mobile,Saturday,generic,0
506,exposed,6,6,Chrome Mobile,Friday,generic,1
507,exposed,4,6,Chrome Mobile,Sunday,generic,0
508,exposed,5,6,Chrome Mobile,Wednesday,generic,0
509,control,3,6,Chrome Mobile,Sunday,generic,1
510,exposed,16,6,Chrome Mobile,Wednesday,generic,1
511,exposed,8,6,Chrome Mobile,Thursday,generic,1
512,control,15,6,Chrome Mobile,Friday,generic,1
513,control,15,6,Chrome Mobile,Friday,generic,0
514,exposed,15,6,Chrome Mobile,Sunday,generic,1
515,exposed,9,6,Chrome Mobile,Monday,generic,1
516,control,6,6,Chrome Mobile,Thursday,generic,0
517,control,15,6,Chrome Mobile,Friday,generic,1
518,control,1,6,Chrome Mobile,Saturday,generic,0
519,exposed,19,6,Chrome Mobile,Wednesday,generic,1
520,control,20,6,Chrome Mobile,Saturday,generic,1
521,exposed,13,6,Chrome Mobile,Thursday,generic,0
522,exposed,22,6,Chrome Mobile,Wednesday,generic,0
523,exposed,9,6,Chrome Mobile,Thursday,generic,0
524,exposed,15,6,Chrome Mobile,Friday,generic,0
525,control,15,6,Chrome Mobile,Friday,generic,0
526,exposed,4,6,Chrome Mobile,Monday,generic,1
527,exposed,10,6,Chrome Mobile,Tuesday,generic,1
528,control,11,6,Chrome Mobile,Saturday,generic,1
529,exposed,20,6,Chrome Mobile,Thursday,generic,1
530,exposed,20,6,Chrome Mobile,Wednesday,generic,1
531,control,12,6,Chrome Mobile,Saturday,generic,0
532,control,15,6,Chrome Mobile,Friday,generic,0
533,exposed,7,6,Chrome Mobile,Saturday,generic,1
534,control,19,6,Chrome Mobile,Wednesday,generic,0
535,control,19,6,Chrome Mobile,Tuesday,generic,1
536,control,17,6,Chrome Mobile,Thursday,generic,0
537,control,15,6,Chrome Mobile,Friday,generic,0
538,control,15,6,Chrome Mobile,Friday,generic,0
539,control,3,6,Chrome Mobile,Friday,generic,0
540,control,15,6,Chrome Mobile,Friday,generic,1
541,control,15,6,Chrome Mobile,Friday,generic,0
542,control,16,6,Chrome Mobile,Wednesday,generic,1
543,exposed,3,6,Chrome Mobile,Friday,generic,0
544,exposed,3,6,Chrome Mobile,Friday,generic,0
545,control,18,6,Chrome Mobile,Sunday,generic,0
546,exposed,12,6,Chrome Mobile,Sunday,generic,1
547,exposed,22,6,Chrome Mobile,Wednesday,generic,0
548,control,8,6,Chrome Mobile,Thursday,generic,0
549,control,4,6,Chrome Mobile,Sunday,generic,0
550,control,5,6,Chrome Mobile,Wednesday,generic,0
551,exposed,7,6,Chrome Mobile,Friday,generic,1
552,control,10,6,Chrome Mobile,Monday,generic,1
553,control,21,6,Chrome Mobile,Wednesday,generic,1
554,control,13,6,Chrome Mobile,Saturday,generic,0
555,exposed,9,6,Chrome Mobile,Friday,generic,0
556,exposed,6,6,Chrome Mobile,Monday,generic,1
557,control,19,6,Chrome Mobile,Thursday,generic,0
558,control,5,6,Chrome Mobile,Tuesday,known brand,0
559,exposed,13,6,Chrome Mobile,Friday,generic,1
560,exposed,3,6,Chrome Mobile,Saturday,generic,0
561,control,20,6,Chrome Mobile,Wednesday,generic,1
562,control,15,6,Chrome Mobile,Friday,generic,0
563,control,15,6,Chrome Mobile,Friday,generic,0
564,exposed,11,6,Chrome Mobile,Friday,generic,0
565,control,15,6,Chrome Mobile,Friday,generic,0
566,control,15,6,Chrome Mobile,Wednesday,generic,0
567,control,15,6,Chrome Mobile,Friday,generic,0
568,control,9,6,Chrome Mobile,Sunday,generic,1
569,exposed,10,6,Chrome Mobile,Friday,known brand,0
570,exposed,0,6,Chrome Mobile,Thursday,known brand,1
571,exposed,21,6,Chrome Mobile,Thursday,generic,0
572,control,17,6,Chrome Mobile,Sunday,generic,0
573,exposed,7,6,Chrome Mobile,Saturday,generic,0
574,control,15,6,Chrome Mobile,Friday,generic,0
575,control,12,6,Chrome Mobile,Thursday,generic,1
576,exposed,6,6,Chrome Mobile,Sunday,generic,1
577,exposed,18,6,Chrome Mobile,Thursday,generic,1
578,exposed,20,6,Chrome Mobile,Thursday,generic,1
579,control,16,6,Chrome Mobile,Sunday,generic,1
580,control,9,6,Chrome Mobile,Saturday,generic,1
581,exposed,10,6,Chrome Mobile,Saturday,generic,0
582,control,9,6,Chrome Mobile,Tuesday,generic,1
583,control,4,6,Chrome Mobile,Thursday,generic,0
584,control,15,6,Chrome Mobile,Friday,generic,0
585,control,15,6,Chrome Mobile,Friday,generic,1
586,exposed,14,6,Chrome Mobile,Friday,generic,1
587,control,10,6,Chrome Mobile,Tuesday,generic,0
588,exposed,10,6,Chrome Mobile,Monday,generic,0
589,exposed,16,6,Chrome Mobile,Wednesday,generic,0
590,exposed,11,6,Chrome Mobile,Thursday,generic,0
591,exposed,22,6,Chrome Mobile,Thursday,generic,0
592,control,15,6,Chrome Mobile,Friday,generic,1
593,exposed,3,6,Chrome Mobile,Monday,generic,1
594,control,16,6,Chrome Mobile,Thursday,generic,1
595,control,20,6,Chrome Mobile,Saturday,generic,0
596,exposed,7,6,Chrome Mobile,Tuesday,generic,1
597,exposed,8,6,Chrome Mobile,Tuesday,generic,0
598,exposed,18,6,Chrome Mobile,Wednesday,generic,1
599,exposed,8,6,Chrome Mobile,Friday,generic,1
600,control,10,6,Chrome Mobile,Wednesday,generic,1
601,exposed,20,6,Chrome Mobile,Saturday,generic,1
602,exposed,9,6,Chrome Mobile,Monday,generic,1
603,control,11,6,Chrome Mobile,Saturday,generic,1
604,control,15,6,Chrome Mobile,Friday,generic,1
605,control,4,6,Chrome Mobile,Saturday,generic,1
606,control,7,6,Chrome Mobile,Tuesday,known brand,0
607,control,15,6,Chrome Mobile,Friday,generic,1
608,exposed,18,6,Chrome Mobile,Thursday,generic,0
609,control,21,6,Chrome Mobile,Wednesday,generic,1
610,control,16,6,Chrome Mobile,Saturday,generic,1
611,control,5,6,Chrome Mobile,Friday,generic,0
612,control,21,6,Chrome Mobile,Wednesday,generic,1
613,control,6,6,Chrome Mobile,Friday,generic,1
614,control,5,6,Chrome Mobile,Sunday,generic,0
615,exposed,18,6,Chrome Mobile,Saturday,generic,1
616,control,15,6,Chrome Mobile,Friday,generic,0
617,exposed,8,6,Chrome Mobile,Sunday,generic,0
618,control,7,6,Chrome Mobile,Tuesday,generic,1
619,control,14,6,Chrome Mobile,Saturday,generic,0
620,control,15,6,Chrome Mobile,Friday,generic,0
621,control,15,6,Chrome Mobile,Friday,generic,0
622,exposed,7,6,Chrome Mobile,Wednesday,generic,1
623,control,15,6,Chrome Mobile,Friday,generic,0
624,exposed,23,6,Chrome Mobile,Thursday,generic,1
625,exposed,20,6,Chrome Mobile,Thursday,generic,1
626,control,15,6,Chrome Mobile,Friday,generic,1
627,exposed,15,6,Chrome Mobile,Saturday,generic,0
628,exposed,5,6,Chrome Mobile,Monday,generic,0
629,exposed,6,6,Chrome Mobile,Thursday,generic,0
630,exposed,8,6,Chrome Mobile,Friday,generic,1
631,exposed,6,6,Chrome Mobile,Monday,generic,0
632,control,21,6,Chrome Mobile,Thursday,generic,0
633,exposed,11,6,Chrome Mobile,Friday,generic,0
634,control,5,6,Chrome Mobile,Sunday,generic,0
635,control,15,6,Chrome Mobile,Friday,generic,0
636,exposed,7,6,Chrome Mobile,Friday,generic,1
637,control,8,6,Chrome Mobile,Monday,generic,1
638,exposed,1,6,Chrome Mobile,Friday,generic,0
639,exposed,9,6,Chrome Mobile,Sunday,generic,0
640,control,15,6,Chrome Mobile,Friday,generic,0
641,exposed,2,6,Chrome Mobile,Monday,known brand,1
642,control,14,6,Chrome Mobile,Wednesday,generic,0
643,exposed,3,6,Chrome Mobile,Sunday,generic,1
644,exposed,21,6,Chrome Mobile,Thursday,generic,1
645,exposed,4,6,Chrome Mobile,Friday,generic,1
646,exposed,12,6,Chrome Mobile,Friday,generic,0
647,exposed,8,6,Chrome Mobile,Saturday,generic,0
648,exposed,4,6,Chrome Mobile,Friday,generic,0
649,control,21,6,Chrome Mobile,Wednesday,generic,1
650,exposed,22,6,Chrome Mobile,Tuesday,generic,0
651,exposed,17,6,Chrome Mobile,Thursday,generic,1
652,exposed,9,6,Chrome Mobile,Thursday,generic,1
653,control,15,6,Chrome Mobile,Friday,generic,1
654,exposed,6,6,Chrome Mobile,Saturday,generic,0
655,exposed,7,6,Chrome Mobile,Friday,generic,0
656,control,15,6,Chrome Mobile,Friday,generic,0
657,exposed,8,6,Chrome Mobile,Thursday,generic,1
658,control,15,6,Chrome Mobile,Friday,generic,0
659,exposed,13,6,Chrome Mobile,Thursday,generic,1
660,control,15,6,Chrome Mobile,Friday,generic,0
661,exposed,15,6,Chrome Mobile,Wednesday,generic,0
662,control,20,6,Chrome Mobile,Wednesday,generic,0
663,exposed,3,6,Chrome Mobile,Friday,generic,0
664,exposed,1,6,Chrome Mobile,Saturday,generic,1
665,exposed,4,6,Chrome Mobile,Monday,generic,1
666,exposed,5,6,Chrome Mobile,Friday,generic,0
667,control,15,6,Chrome Mobile,Friday,generic,1
668,exposed,0,6,Chrome Mobile,Friday,generic,0
669,control,15,6,Chrome Mobile,Friday,generic,0
670,exposed,14,6,Chrome Mobile,Thursday,generic,0
671,control,1,6,Chrome Mobile,Tuesday,generic,0
672,control,16,6,Chrome Mobile,Tuesday,generic,0
673,exposed,19,6,Chrome Mobile,Wednesday,generic,0
674,control,5,6,Chrome Mobile,Monday,generic,1
675,exposed,8,6,Chrome Mobile,Friday,generic,0
676,exposed,3,6,Chrome Mobile,Sunday,generic,0
677,control,15,6,Chrome Mobile,Friday,generic,1
678,exposed,6,6,Chrome Mobile,Friday,generic,0
679,control,15,6,Chrome Mobile,Friday,generic,1
680,exposed,11,6,Chrome Mobile,Friday,generic,0
681,control,15,6,Chrome Mobile,Friday,generic,1
682,control,15,6,Chrome Mobile,Friday,generic,1
683,control,3,6,Chrome Mobile,Sunday,generic,0
684,control,15,6,Chrome Mobile,Friday,generic,0
685,control,4,6,Chrome Mobile,Sunday,generic,0
686,control,4,6,Chrome Mobile,Saturday,generic,0
687,control,1,6,Chrome Mobile,Friday,generic,1
688,exposed,14,6,Chrome Mobile,Thursday,generic,1
689,exposed,18,6,Chrome Mobile,Thursday,generic,0
690,exposed,21,6,Chrome Mobile,Sunday,generic,1
691,exposed,1,6,Chrome Mobile,Saturday,generic,1
692,control,7,6,Chrome Mobile,Thursday,generic,0
693,control,16,6,Chrome Mobile,Friday,generic,0
694,exposed,4,6,Chrome Mobile,Friday,generic,0
